id,lokasi,text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
74388,Candi Prambanan,"Bagus cocok banget buat turis berjemur  ??, puanas banget jadi siap2 bawa payung, tapi kalau kalian bisa ngambil foto bagus kalian bisa memanfaatkan sinar matahari...
Dan cocok juga kalau bawa anak untuk berekreasi sambil belajar mengenali warisan budaya",1,-,-,-1,-,-
74389,Candi Prambanan,"Jangan lupa mampir ke cafe jamunya ?? ada banyak jamu, surabi, putu ayu, sm jenang enakkkkk",-,1,-,-,-,-
74390,Candi Prambanan,"Kesini mungkin enaknya pagi/sore, panass bgt kalo siang, domestik 50rb dewasa, anak 25rb ??",-,-,-,-1,0,-
74391,Candi Prambanan,Peninggalan sejarah yang wajib dikunjungi dlm liburan keluarga... Tempatnya bersih dan bagus,1,1,-,1,-,-
74392,Candi Prambanan,"Tempat bagus, sayang kesana saat hujan, harga tiket untuk wisata candi lumayan ya 1 orang 50K.",-,-,-,-1,-1,-
74393,Candi Prambanan,Tempat situs terkenal di jogja sekaligus disebut juga dengan sejarah candi Roro Jonggrang. Disana sering ada acara pagelaran Rama dan Sinta. Sekaligus juga ada festival musik jazz dan band2 terkenal lainnya.,1,-,-,1,-,-
74394,Candi Prambanan,Sangat luar biasa pesonanya dengan Membayar Tiket Rp 50.000 utk perorang,1,-,-,1,0,-
74396,Candi Prambanan,"Semakin bagus. Banyak spots foto yang dapat kita manfaatkan, baik yang gratis maupun berbayar. Ada tempat jual jamu juga. Kurang kebersihan toilet saja",1,-1,-,1,-,-
74398,Candi Prambanan,Tempat wisata terfavorit selain untuk  berwisata melepas penat kita juga bisa melihat Candi peninggalan jaman dahulu dan pemandangan alam yang memanjakan mata kita.,1,-,-,1,-,-
74400,Candi Prambanan,Wisata sejarah..bagus utk pengetahuan anak tentang kehebatan leluhur kita,1,-,-,1,-,-
74403,Candi Prambanan,"Candi yg sangat megah, mudah di jangkau dengan kendaraan apapun, pemandangannya indah, cocok bwt berfoto selfie..",1,-,1,1,-,-
74404,Candi Prambanan,"Oke, tempatnya tidak jauh dr pusat kota tpi hrganya terlalu mahal",-,-,1,1,-1,-
74405,Candi Prambanan,"Dengan biaya 50 rb/ orang, anda sudah bisa masuk ke candi preambanan letaknya yang tidak terlalu jauh dari kota yogyakarta. Dengan estimasi waktu 60 menit anda sudah bisa sampai ke candi perambanan, sebelum anda sampai di candi perambanan anda akan melihat candi sewu dan candi tikus di derah tersebut. Di dalam candi anda dapat berfoto bersama penjaga dengan memakai baju khas penjaga keraton jaman dulu. Dan anda dapat berfoto dengan berbagai satwa yang ada di dalam candi.",1,-,1,1,-,-
74406,Candi Prambanan,Pastinya lokasi wisata bersejarah paling terkenal di pulau Jawa dan di Indonesia...,-,-,-,1,-,-
74409,Candi Prambanan,Tempat sangat bersejarah dan menarik....fasilitas umum disana sangat mendukung,1,1,-,1,-,-
74410,Candi Prambanan,"Kalo disini kalian bisa foto diayunan yg ditarik keatas terus view prambanannya dapet.. diprambanan kalian bisa main panahan, biasa foto dibunga bunga, bisa foto foto keren diprambanan tiketnya kalo ngga salah 50k ler orang",1,-,-,1,0,-
74411,Candi Prambanan,Bagus untuk edukasi anak anak. Dan mengenal lebih tentang sejarah indonesia,1,-,-,1,-,-
74413,Candi Prambanan,pengen kesana lagi,-,-,-,1,-,-
74414,Candi Prambanan,"Salah satu candi yang terkenal di sekitar Yogyakarta ini ternyata agak jauh dari pusat kota, namun lelah di perjalan terbayar karena bisa melihat langsung jejeran Candi Prambanan. teriknya panas matahari tak mematahkan semangat untuk mengelilingi kompleks candi. Saran saya jangan lupa bawa topi, kacamata, tabir surya, dan air minum yang cukup agar tidak kepanasan atau kehausan di tengah jalan.",1,-,-1,1,-,-
74416,Candi Prambanan,"Bukti kejayaan masa lalu....

Tp harus nya sampai kapan pun qta harus berjaya ya....",-,-,-,1,-,-
74417,Candi Prambanan,Sangat bagus sekali,-,-,-,1,-,-
74418,Candi Prambanan,"Candi prambanan termasuk luas wilayahnya. Ada beberapa kompleks candi candi lain didalamnya. Walau luas, lingkungannya juga bersih, tidak ada sampah-sampah yang berserakan. Juga banyak fasilitas fasilitas yang tersedia, baik toilet maupun spot foto. Sudah banyak fasilitasnya, juga kebersihannya tetap terjaga. Benar-benar cocok untuk tempat rekreasi.",1,1,-,1,-,-
74419,Candi Prambanan,"Nice place, full of history..area nya luas, tempat parkir luas, ada tempat belanja makanan khas Jogja dan souvenir",1,1,1,1,-,-
74420,Candi Prambanan,"Candi prambanan sangat exotis,namun tiket masuk harusnya bisa lebih terjangkau karna sebagai cagar budaya.",1,-,-,1,-1,-
74421,Candi Prambanan,Salah satu tempat yg harus d kunjungi sama wisatawan di yogyakarta,-,-,-,1,-,-
74423,Candi Prambanan,"Keren banget, tapi kepagian pas dateng, jadi belum pada buka hehe",-,-,-,1,-,-
74424,Candi Prambanan,Tempat bersejarah dan cocok buat liburan keluarga dan menambah wawasan pd anak2 kita,1,-,-,1,-,-
74425,Candi Prambanan,"Good place, bersih tp hot.
Disarankan bawa air minum yg cukup, bolehdibawa masuk dalem kok.
Dan jgn lupa pake lotion biar ga item.
Just info harga tiket IDR 50K",1,1,-,1,0,-
74426,Candi Prambanan,"Candi Hindu terbesar di Indonesia. Dalam kompleks taman wisata candi Prambanan ada 1 candi terbesar namanya candi Sifa. Lalu di kanan kirinya ada candi brahmana dan candi Wisnu. Lalu candi tertinggi ada candi loro Jonggrang. 
Di dalam kompleks ada candi Sewu, candi lumbung harus berjalan sekitar 500m
Semoga selalu lestari.",1,-,0,1,-,-
74427,Candi Prambanan,"Nicee. Candi yg besar, tempat liburan keluarga para turiss,",1,-,-,1,-,-
74429,Candi Prambanan,"Pas sampai disini hujan grimis, tapi dinikmati banget,, view yg ok punya, tiket masuk domestik 50rb..",1,-,-,1,0,-
74430,Candi Prambanan,Kalo ke sini enak pagi jam 7an krn masih sepi & matahari ga menyengat.,-,-,-,1,-,-
74431,Candi Prambanan,"Candi Prambanan adalah candi yang terletak di klaten berbatasan dengan jogja kearah solo, terletak di pinggir jalan raya, tempat yang indah dan selalu ramai dikunjungi terutama di hari libur, merupakan candi hindu yang megah dan sering diadakan pertunjukan tarian kebudayaan, tiket cukup terjangkau dan edukatif untuk anak2, recommended",1,-,1,1,1,-
74432,Candi Prambanan,Saat indah dan bersejarah.  Terdapat arca para dewa dan dewi disini.  Dan juga ada beberapa hewan langka yang di pelihara disini. Tempatnya sangat luas. Tiket masuknya cukup mahal. Ada tempat untuk membeli oleh2 khas prambanan atau pun kerajinan2 khas sana.,1,1,-,1,-1,-
74433,Candi Prambanan,Salah satu candi Hindu terbesar di Indonesia. Lokasi di jalan raya Jogja-Solo. Sangat oanas jika siang hari. Tapi banyak sekali ilmu2 yg didapat tentang sejarah agama Hindu pada zaman dahulu. Disini juga menyediakan berbagai macam tour package,1,0,-,1,-,-
74434,Candi Prambanan,"Keren,tiket standart",-,-,-,1,0,-
74435,Candi Prambanan,"Luas, sejuk, sayang tiket masuk domestik lumayan mahal",-,-,-,1,-1,-
74436,Candi Prambanan,"Lokasi Candi Prambanan sangat bagus, beesih dannyaman buat pengunjung domestik maupun pengunjung luar negeri",-,1,-,1,-,-
74438,Candi Prambanan,"Sebuah peninggalan sejarah Yang Terjaga dan Terawat, Cocok buat Rekreasi dan Study Tour",1,1,-,1,-,-
74439,Candi Prambanan,"Candi Prambanan merupakan salah satu tempat wisata yang wajib dikunjungi apabila anda berada di sekitar Klaten. Candi ini merupakan salah satu warisan budaya yang telah ditetapkan UNESCO. Arsitekturnya sangat rapi dan indah. Lingkungan Candi Prambanan asri dan juga bersih. Tak ada sampah berserakan di sana dan banyak pepohonan di samping jalan. Candi Prambanan adalah tempat wisata yang sangat cocok bagi anda yang ingin bersepeda, jalan - jalan, ataupun menaiki mobil keliling. Tak hanya candi, di dalam kompleks ini juga terdapat beberapa cafe yang bisa memanjakan perut anda ketika lapar. Candi Prambanan memiliki jumlah wisatawan global yang tidak sedikit. Walaupun hanya candi, namun panorama yang diberikan dapat memukau semua pengunjung. Saya harap, setiap wisatawan yang datang ke tempat ini dapat tetap menjaga kebersihan kompleks candi dan menjaga keasriannya.",1,1,1,1,-,-
74440,Candi Prambanan,Saya punya cerita disitu pas ketemu sama wanita dari jakarta,-,-,-,-,-,-
74441,Candi Prambanan,Parkir luas .dekat toilet .temoat ibadah irg islam dekat n nyaman,-,1,-,1,-,-
74442,Candi Prambanan,Indah megah gitu aja..ama tiket klo bisa murahin..hihi,1,-,-,1,0,-
74443,Candi Prambanan,Tiket masuk reg 50rb/ orang...terusan ke candi boko 75rb/org,-,-,-,-,0,-
74445,Candi Prambanan,Tempat wisata yg nyamaaan.  Banyak pohon dan luaaaaas.  Air melimpah san bersih. Ada pasar oleh2 di pintu keluar. Pasar stand berjajar dan nggak bikin kita muter2 mengikuti jalanan.,1,1,1,1,-,-
74446,Candi Prambanan,Kompleks percandian yang sangat elok. Pembuatan dan penataan yang rapi dan penuh perhitungan. Kebayang ga sih jaman segitu? Cakep kan?,1,-,-,1,-,-
74447,Candi Prambanan,"Tempat yang bersejarah di indonesia, yang sangat menarik, banyak orang-orang yang datang kesana, pokoknya reccomended buat foto-foto, dan viewnya sangat bagus...",1,-,-,1,-,-
74448,Candi Prambanan,Candi Prambanan.. bangunan bersejarah yang wajib dikunjungi kalau liburan ke jogja. Jangan lupa ya nanti beli oleh olehnya mampir ke kenes bakery & resto karena bakpianya enak banget. Recommended! Oh iya... aku terakhir ke candi prambanan udah lama banget dan skrng sudah jauh lebih maju dan berkembang. Yang disayangkan adalah toilet umumnya yang kurng bersih dan kurng enak baunya. Untuk beberapa event konser sering bngt diadakan disini. Candinya cukup luas arenya. Jangan lupa bawa payung atau topi kalau kesini siang hari.,1,-1,-,1,-,-
74449,Candi Prambanan,Luar biasa.. bangunan candi yang di buat dengan tangan istimewa pada masanya.,-,-,-,1,-,-
74450,Candi Prambanan,"Keren mantap bagus surga 
Buat spritural sangat bagus sekali
Di mana ada petunjuk jika ketemu",1,-,-,1,-,-
74453,Candi Prambanan,"Tempatnya bersih, Harga tiket masuk dewasa 40rb/orang dan ada tempat untuk beli oleh oleh. Saran saya jika ingin kesana pastikan membawa topi atau payung jika tidak ingin kepanasan.",1,1,-,1,-,-
74454,Candi Prambanan,Alam yg indah,1,-,-,1,-,-
74455,Candi Prambanan,Sy gak benci,-,-,-,-,-,-
74456,Candi Prambanan,"Selalu ramai meski bukan weekend, panas bgt disana. Dianjurkan sewa payung sih. Kalo pinter nawar bisa dapet 5ribu per payung. Luas bgt. Banyak tempat teduh juga waktu turun dari candi. Banyak turis mancanegara dan lokal",1,1,-,1,-,-
74457,Candi Prambanan,Luar biasa.... apalagi pas nonton sendratari Ramayana... mantap,1,-,-,1,-,-
74458,Candi Prambanan,"Klo libur sekolah pasti ksni,klo skrng cuma ada acara di kampunh baru ksna",-,-,-,1,-,-
74461,Candi Prambanan,Kacang merah enak,-,-,-,-,-,-
74462,Candi Prambanan,Ya wisata sejarah untuk anak jaman sekarang perlu tau bagai mana asal usul suku jawa,1,-,-,-,-,-
74463,Candi Prambanan,Ssssiiiipppp.... Bagus sekali pemandangannya jg Live Music Panggungnya luar biasa bisa terhibur pengunjungnya.,1,-,-,1,-,-
74465,Candi Prambanan,Tempat wisata yg wajib dikunjungi bagi mereka yg berkunjung Yogya. Tempat parkir yg luas serta dilengkapi dg pasar untuk membeli suvenir.,1,1,-,1,-,-
74467,Candi Prambanan,"T4 ya bersih,luas . Pemandangan  bagus . Ada t4 bermain anak. Klo cpk jln bisa nyewa sepeda. Spot foto jg keren lho",1,1,1,1,-,-
74468,Candi Prambanan,"Sekalinya ke sini dekat lebaran, rameeeee bener. Biar dapat foto di tempat yg sepi tu harus extra sabar. Kalau sudah puas lihat batu2, di jalan ke arah pintu keluar yg lumayan jauh, ada juga spot rekreasi yg lain spt panahan. Jadi yg mau nyobain semuanya, mending datang pagi.",1,-,-1,1,-,-
74469,Candi Prambanan,"Destinasi wisata sejarah yg bagus, lokasi di Google maps sudah akurat",1,-,1,1,-,-
74470,Candi Prambanan,"Bagi pengunjung, siapkan Payung, topi dan air minum. Makanan tidak diperbolehkan dibawa masuk. Selamat berliburan di kota Gudeg Jogja",-,-,-,0,-,-
74471,Candi Prambanan,Selalu ada event prambanan jazz tiap tahun! Calum scott #2019,1,-,-,-,-,-
74473,Candi Prambanan,Karya leluhur bangsa yang luar biasa wajib kita menghormati dan bangga akan budaya bangsa,1,-,-,1,-,-
74474,Candi Prambanan,Tempatnya sangat bagus dan luas sekali di pintu keluar ada banyak penjual oleh-oleh  khas Yogyakarta,1,-,-,1,-,-
74475,Candi Prambanan,"Candi.a ditutup, di buka cuma samapi taman, gara2 korong.nya",-,-,-,-,-,-
74476,Candi Prambanan,Tempat wisata sekaligus ditus peninggalan sejarah yang perlu kita kinjungi,1,-,-,1,-,-
74477,Candi Prambanan,Sebaiknya kalo kesini pagi sekalian karna belum terlalu panas ..tapi ada yg menyewakan payung kok ..cuma kalo pas sampe candi udah panas jadi nggak betah karna nggak ada tempat buat neduh ..kalo pas rame masuk candi juga bergantian ..,-,-,-,-1,-,-
74479,Candi Prambanan,Bagus dan rame,-,-,-,1,-,-
74481,Candi Prambanan,"Prambanan sekarang sudah banyak berubah dibanding terakhir saya berkunjung waktu dibangku SMP.

Tempat nya jauh lebih asri, banyak tempat yg oke buat selfie, ada kebun binatang mini, taman bermain anak, touring dengan kereta mini.",1,1,1,1,-,-
74482,Candi Prambanan,"candi yang masih jadi favorite kalo ke jogja, meskipun masuknya klaten ya, tiket mayan mahal sih, cuma emang worth it buat suguhan pesonanya, luas bets, jangan bawa barang banyak-banyak , secukupnya aja, yang paling penting minum dan payung, kaca mata juga perlu, panas euy",1,-,-,1,-1,-
74484,Candi Prambanan,Tempat nya bersih srkaeangbeplayanan juga bagus dari loket masuk sampai sewa mobil listriknya,-,1,1,1,-,1
74485,Candi Prambanan,Siapkan energy utk keliling candi bila jalan kaki.,-,-,-,-,-,-
74486,Candi Prambanan,"Cagar budaya yang harus dijaga,agar anak cucu tidak melupakan sejarah bangsa Indonesia",1,-,-,1,-,-
74487,Candi Prambanan,"JIHW 2019, keseruan di prambanan",-,-,-,1,-,-
74491,Candi Prambanan,Bangunan buatan tangan manusia asli tanpa mesin dan terdapat ukiran unik. Tempat bersejarah yang masih utuh dan kokoh. Dengan design yg indah dan juga cocok untuk spot foto. Banyak sejarah yg kita pelajari.,1,-,-,1,-,-
74492,Candi Prambanan,"Situs berbentuk candi nan elok,peninggalan nenek moyang dgn sarat makna sejarah",1,-,-,1,-,-
74493,Candi Prambanan,"Tiket masuk wisnus dewasa 50rb, anak2 sampai usia 10th 25rb menurut saya kemahalan, toilet kurang bersih bau pesing sangat menyengat.",-,-1,-,-1,-1,-
74494,Candi Prambanan,"Sungguh situs warisan budaya yang sangat indah, menawan, sarat akan sejarah. Beragam paket wisata disediakan disini, dari yang hanya Prambanan saja, atau dengan candi lainnya yang berada di daerah sini seperti candi Sewu. Sering diadakan acara juga untuk menambah variasi wisatanya. Semoga terus terawat dan semakin nyaman untuk para wisatawan.",1,1,-,1,-,-
74495,Candi Prambanan,"pelayanan untuk rombongan sangat mengecewakan , terlalu lama harus menunggu print tiket , seharusnya ada cara yang lebih simpel",-,-,-,-1,-,-1
74496,Candi Prambanan,"Panorama di cuaca cerah...sangat indah, ayo siapa sedang di Jogja jangan lewatkan melihat candi Prambanan dari dekat....bertemu secara monumental bukan hanya sekedar kisah word of mouth saja....",1,-,-,1,-,-
74497,Candi Prambanan,Situs sejarah yg masih terjaga.... walaupun ada yg sudah runtuh.... keaslian suasananya masih terjaga....,1,-,-,1,-,-
74498,Candi Prambanan,Salah satu tempat wisata di jogja yg wajib dikunjungi.,-,-,-,1,-,-
74500,Candi Prambanan,"Tidak ada tempat berteduh dari panas dan hujan ketika sudah di dalam area candi, makanan dan minuman lumayan mahal",-,-1,-,-1,-1,-
74501,Candi Prambanan,"semoga cagar budaya selalu terjaga., aamiin...",-,-,-,0,-,-
74502,Candi Prambanan,Tempat nya keren. Luas dan bersih. sekarang sudah ada tempat foto dan bermain tuk anak2,1,1,-,1,-,-
74503,Candi Prambanan,bagus banget deh pokoknya. sekarang makin banyak lagi wahana di dalemnya yaa hehe,1,1,-,1,-,-
74504,Candi Prambanan,"Like this place, kawasannya luas, di pagi hari langit terlihat sangat indah.. Sungguh keajaiban yg luar biasa",1,-,-,1,-,-
74507,Candi Prambanan,"Sangat Indah sekali.....
Yg Lg liburan dikota yogyakarta...wajib datang kesini.....",-,-,-,1,-,-
74508,Candi Prambanan,"Komplek Candi Jonggrang di kota Prambanan Klaten , terintegrasi dengan candi sewu, Dan panggung seni Ramayana. Bisa naik kereta keliling komplek candi Yang sangat luas ini sambil melihat menjangan berlaruan di taman candi",1,-,1,1,-,-
74509,Candi Prambanan,"Sekali kesini diajak ayah waktu masih kecil, sekarang ayah udah tenang disana, pasti seneng banget kalo aku kesana bareng keluarga ku lagi.",-,-,-,1,-,-
74512,Candi Prambanan,"Tempat wisata budaya, juga tempat saya berkesenian... kunjungi dan saksikan juga ya sendratari Ramayana...(´??)?",1,-,-,1,-,-
74513,Candi Prambanan,"Yang aku pikirin bener bener panas!
Seriusan 
Wajib banget bawa topi atau payung.... 

Per september 2019 harga tiket masuk untuk dewasa 50k , anak sampai 10 tahun 25k .

Mahal pake banget
Tapi bagus jadi ya udah la yaaa",-,-,-,-1,-1,-
74515,Candi Prambanan,Pusat untuk sendara tari atau guna untuk pentas musik jazz atau keseniaan sangat luas dan lebar dan bersih adem dan sejuk,1,1,-,1,-,-
74516,Candi Prambanan,"Luar biasa... Akan lebih berkesan bila menggunakan jasa tour guide... Cerita d balik candi ini gak kalah dengan cerita2 film Hollywood sepeti 300, Pompeii, Hercules, ato sejenis na... Keren abiz... Dan banyak cerita2 mulut ke mulut yg kurang tepat yg akan d lurus kan oleh beliau... Coba deh...",1,-,-,1,-,1
74517,Candi Prambanan,"Selain karena sudah mendunia disitu kita juga mendapatkan edukasi bagaimana majunya peradapan kita dari masa lalu...
Dimana kerajaan pada masa itu sudah bisa membuat candi yang masih kokoh dan bisa kita kagumi sampai hari ini...
Mulai dari cerita roro jongrang sampai rama dan shinta...",1,-,-,1,-,-
74518,Candi Prambanan,Panas sih tp wkwk,-,-,-,-1,-,-
74520,Candi Prambanan,"Kesini kebetulan pas malam jadwal sendratari Ramayana panggung outdoor.. Tempatnya nyaman, bersih, fasilitas lengkap. Tiketnya paling murah 125rb, worth it sih untuk pertunjukan yang menarik dan mudah dipahami",1,1,1,1,1,-
74521,Candi Prambanan,Sangat puas liburan akhir tahun di candi Prambanan. Apalagi pas cuaca mendubg. Sangat instagramble.,1,-,-,1,-,-
74522,Candi Prambanan,Dapat banyak ilmu waktu ke sini dan dapat guide yg komunikatif dan sangat enak menjelaskannya,1,-,-,1,-,1
74523,Candi Prambanan,"Candi Prambanan atau sering di sebut juga Candi Lorojongrang merupakan komplek peninggalan Agama Hindu terbesar di Indonesia,juga terindah di Asia tenggara.Bangunan ini di perkirakan di bangun pada abad ke 9 untuk persembahan kepada dewa Brahma,Wisnu dan Syiwa ( TRIMURTI).Di sini juga ada rilief yang menceritakan cerita RAMAYANA dalam kisah Rama dan Shinta.

Lokasi Candi berada di 2 wilayah Sleman (DIY),dan Klaten (JATENG),uniknya nama kecamatannya sama yaitu Prambanan.Untuk masuknya tiketnya seharga 40.000 rb.Buka mulai jam 6 pagi sampai 5 sore.

Bagi wisatawan yang ingin ke Prambanan waktu yang tepat pagi sekalian atau sore hari,karena di dalam candi panas sekali.Kalau datang siang sebaiknya bawa payung,topi,bekal minuman.Banyak spot menarik buat di abadikan lewat kamera.Dan jangan sekali-sekali usil merusak/corat coret sembarangan karena Candi Prambanan merupakan warisan budaya dunia yang di tetapakan ""UNESCO"".

Di pintu keluar wisatawan bisa beli berbagai barang suvenir atau kuliner khas jogja.Tinggal pilih  harganya juga standar hampir sama di Malioboro asal pandai menawar.Ruang parkirnya cukup luas buat menampung ratusan kendaraan bahkan bis wisata.Banyak pohon di area parkiran bisa istirahat sambil ngadem.

Untuk menuju Candi Prambanan dari arah Jogja  selain kendaraan pribadi bisa naik tanspotasi umum seperti online atau TRANSJOGJA jalur 1 A.Terminalnya ada di sebelah selatan candi dekat Pasar Prambanan ongkosnya murah cuma 3500.Atau naik bis jurusan Jogja -Solo turun di terminal.Tapi kita harus rela berjalan kaki sekitar 200 meter untuk sampai pintu masuk candi.

Di Candi Prambanan sering di adakan acara level Nasional maupun Internasional seperti pergelaran musik,Marathon,Festival.Dan sebagai warga Indonesia harus bangga banyak warisan Budaya yang di akui internasional bahkan dijadikan cargar budaya oleh UNESCO.",1,1,1,1,0,-
74524,Candi Prambanan,tidak suka karna biaya masuk terlalu tinggi sedang fasilitas  cuman wc saja,-,-1,-,-1,-1,-
74525,Candi Prambanan,Epic...megah...rapi..bersih..ngangenin...saran saya kalau kesini siang hari bawa topi atau payung soalnya panas kalau diarea candi yg jarang ada pepohonan..untuk fasilitas toilet bersih ada banyak...parkiran luas...tempat makan banyak..skrg ada arena untuk binatang dan taman bermain anak² jg..oiya jgn lupa mampir ke museum nya jg karena banyak benda² cagar budaya disana..oke banget buat tmpat acara keluarga,1,1,-,1,-,-
74527,Candi Prambanan,Lebih rapi dan lebih bersih.. Dan banyak tempat hiburan dan mainan anak anak. Recomended untuk wisata keluarga dan mengenalkan budaya ke anak anak.,1,1,-,1,-,-
74528,Candi Prambanan,"Candi Prambanan – Salah satu candi yang terkenal di tanah air kita tercinta adalah Candi Prambanan. Candi yang merupakan candi bagi umat Hindu ini memiliki gaya arsitektural yang berbeda dengan Candi Borobudur. Namun tentu saja, Wisata Candi Prambanan tidak kalah keindahannya dibanding Candi Borobudur maupun candi Angkor Wat.

Candi Prambanan terletak di desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman Jogjakarta. Berbeda dengan sejarah asli Candi Prambanan, nama dari candi ini sudah melegenda lewat kisah cinta tak sampai antara Bandung Bandawasa dan Rara Jongrang.

Konon menurut legenda, Rara Jonggrang meminta seribu candi dalam satu malam sebagai syarat lamaran Bandung Bandawasa. Melalu bantuan mahluk jin, Bandung Bandawasa mampu menyelesaikan seribu candi yang pada akhirnya digagalkan sendiri oleh Rara Jonggrang.
 
Mengetahui kecurangan yang dilakukan oleh Rara Jonggrang tersebut, Bandung Bandawasa pun marah dan mengutuk Rara Jonggrang menjadi arca terakhir dari seribu candi yang dia bangun dalam satu malam tersebut. Maka munculah sosok patung perempuan dalam salah satu arca Candi Prambanan.

Kisah tersebut adalah legenda yang dekat dengan Wisata Candi Prambanan, namun untuk sejarah asli Candi Prambanan sangat berbeda. Candi Prambanan dibangun oleh Rakai Pikatan yang saat itu adalah Raja dari Mataram Kuno dari Wangsa Sanjaya. Pembangunannya sendiri dimulai pada tahun 850, yang mana dekat dengan waktu pembangunan Borobudur.

Menurut beberapa sumber yang terangkum dalam sejarah asli Candi Prambanan, pembangunan Candi Prambanan ini adalah untuk menandingi pembangunan Borobodur kala itu. Ditambahkan menurut Prasasti Shivarga, pembangunan ini dilakukan untuk menghormati Dewa Siwa yang merupakan dewa tertinggi umat Hindu.

Namun, kejayaan Candi Prambanan pun sirna ketika pada akhirnya Mpu Sindok, Raja terakhir Mataram kuno dari Wangsa Sanjaya memindahkan pusat kerajaannya ke daerah Jawa Timur. Akibatnya, bangunan yang dipelopori oleh pendahlunya tersebut sepi ditinggalkan.

Dari sejarah asli Candi Prambanan tersebut, ejadian serupa pun juga akhirnya menimpa Candi Borobudur yang juga sempat terlupakan karena terkubur abu Gunung Merapi dan tertutup oleh semak-semak sampai Gubernur Rafles dari Belanda menemukannya kembali. Namun berbeda dengan Borobudur, Candi Prambanan tidak terkubur.

Ditilik dari sejarah asli Candi Prambanan, patung yang konon disebut sebagai patung Rara Jonggrang tersebut sebenarnya adalah patung dari Dewi Durga Mahisasuramardhani yang menurut mitos juga dipercaya sebagai jelmaan dari Rara Jonggrang. Karena ituah, salah satu dari Candi Siwa yang berada di Prambanan disebut sebagai Candi Rara Jonggraing.

Sama seperti Candi Borobudur, dari sejarah asli Candi Prambanan diketahui juga bahwa Candi Prambanan mengambil banyak Kosmologi Hindu, terutama dewa dewa yang disimbolkan berada dalam setiap candi, termasuk Candi Rara Jonggrang itu sendiri.

Terdapat tiga bagian utama dari Candi Prambanan ini yakni Plataran Njobo, Plataran Tengahan dan Plataran Njero. Tiga candi utama yang menyimbolkan tiga dewa utama dalam Agama Hindu berada di Plataran Njero yang mana menyimbolkan tempat kehidupan dimana dewa-dewi tinggal atau yang dikenal sebagai Svargaloka.

Nah itulah sekilas tentang sejarah Candi Prambanan yang terdapat dua sisi didalamnya yakni sisi sejarah yang memukau serta sisi mitos cerita yang menarik untuk diceritakan. Namun, terlepas dari hal tersebut, Candi Prambanan memang menjadi salah satu objek wisata di Jogjakarta yang tidak boleh dilewatkan ketika berkunjung.

Terkadang, di pelataran Candi Prambanan juga sering diadakan pagelaran tari Ramayana yang kisahnya juga termuat dalam gambaran Candi Prambanan. Memang sejarah Candi Prambanan ini tidak boleh terlupakan oleh bangsa kita.",1,-,-,1,-,-
74529,Candi Prambanan,"Kesana pas cuacanya bagus & hari kerja, wisatawan nggak begitu banyak",1,-,-,1,-,-
74530,Candi Prambanan,"Candi Prambanan merupakan destinasi wisata sejarah budaya yang menyajikan pemandangan berupa candi candi, Candi Prambanan sangat cocok menjadi destinasi wisata ketika liburan bersama keluarga karena tempatnya yang luas nyaman dan asri serta sangat bagus untuk dijadikan spot berfoto karena nilai seni dan budaya candi Prambanan terbilang ajaib karena sangat indah",1,1,-,1,-,-
74531,Candi Prambanan,"Tjandi Prambanan merupakan warisan budaya negara Indonesia..
Akan menjadi tinggalan sejarah yang tak bisa terlupakan...",1,-,-,1,-,-
74532,Candi Prambanan,"Sangat bagus selain candi ya, fasilitas lainnya juga cukup banyak dan cocok untuk jadi destinasi utama kalo ke jogja",1,1,-,1,-,-
74533,Candi Prambanan,"Bangunan bersejarah yang luar biasa, dengan cerita pembangunannya yang tidak akan terbayangkan, sangat menarik utk foto2, ataupun menonton konser yang sering diadakan di lingkungan candi.",1,1,-,1,-,-
74534,Candi Prambanan,"Tiket masuk februari 2020 50k, cukup mahal untuk t4 wisata di jogja",-,-,-,-,-1,-
74535,Candi Prambanan,"Tiket utk domestik terlalu mahal.
Harusnya ada ada tiket utk pelajar dengan syarat menunjukkan kartu mahasiswa.
Kurang menarik. Sampah berserakan. Para penjual dimana2. Lokasi parkir jauh, tidak menyediakan jalur pejalan kaki yg terduh ber-atap.",-,-1,-1,-1,-1,-
74537,Candi Prambanan,"tempatnya masih sejuk, rindang, fasilitas lengkap, suka ada event besar",1,1,-,1,-,-
74538,Candi Prambanan,Tempat liburan bagus buat edukasi anak.... Mengenalkan budaya...,1,-,-,1,-,-
74539,Candi Prambanan,"Beda dengan dulu, sekarang lebih bersih rapih dan tertata, ada sedikit permainan yang mengikuti instagramer,  perawatan candipun terjaga dengan baik juga sih. kebersihanpun pun dijaga juga.",1,1,-,1,-,-
74540,Candi Prambanan,T4 nya keren tpi tlg candi nya di jaga jgn sampe banyak hancur,-,-,-,1,-,-
74541,Candi Prambanan,"Tempatnya keren sih, bersih dn rapi, untuk klau mau berjalan kaki dari pintu masuk smpai pintu keluar lumayan jauh jga, pegel dn capek...",-,1,0,1,-,-
74543,Candi Prambanan,"Tempatnya tertata sangat rapih, sign petunjuk juga cukup jelas. Penitipan barang nya juga sangat terjamin aman.",1,1,1,1,-,-
